state,year,sector,carbon_type,emission_(metric_tons)
Assam,2017,Transportation,CO,1.66
Assam,2017,Transportation,CO2,16.4
Assam,2017,Transportation,CH4,1.28
Assam,2017,Agriculture,CO,0.27
Assam,2017,Agriculture,CO2,13.5
Assam,2017,Agriculture,CH4,7.62
Assam,2017,Waste Management,CO,0.28
Assam,2017,Waste Management,CO2,6.46
Assam,2017,Waste Management,CH4,7.64
Assam,2018,Energy,CO,1.47
Assam,2018,Energy,CO2,47.34
Assam,2018,Energy,CH4,3.7
Assam,2018,Industry,CO,2.51
Assam,2018,Industry,CO2,21.02
Assam,2018,Industry,CH4,2.19
Assam,2018,Transportation,CO,4.06
Assam,2018,Transportation,CO2,41.76
Assam,2018,Transportation,CH4,0.92
Assam,2018,Agriculture,CO,0.52
Assam,2018,Agriculture,CO2,11.7
Assam,2018,Agriculture,CH4,10.66
Assam,2018,Waste Management,CO,0.2
Assam,2018,Waste Management,CO2,6.63
Assam,2018,Waste Management,CH4,8.77
Assam,2019,Energy,CO,2.94
Assam,2019,Energy,CO2,58.33
Assam,2019,Energy,CH4,2.24
Assam,2019,Industry,CO,2.23
Assam,2019,Industry,CO2,31.39
Assam,2019,Industry,CH4,3.21
Assam,2019,Transportation,CO,2.72
Assam,2019,Transportation,CO2,24.58
Assam,2019,Transportation,CH4,1.03
Assam,2019,Agriculture,CO,0.27
Assam,2019,Agriculture,CO2,5.91
Assam,2019,Agriculture,CH4,7.04
Assam,2019,Waste Management,CO,0.2
Assam,2019,Waste Management,CO2,6.3
Assam,2019,Waste Management,CH4,3.31
Assam,2020,Energy,CO,3.06
Assam,2020,Energy,CO2,64.82
Assam,2020,Energy,CH4,1.56
Assam,2020,Industry,CO,1.83
Assam,2020,Industry,CO2,42.53
Assam,2020,Industry,CH4,2.47
Assam,2020,Transportation,CO,1.95
Assam,2020,Transportation,CO2,29.38
Assam,2020,Transportation,CH4,1.3
Assam,2020,Agriculture,CO,0.35
Assam,2020,Agriculture,CO2,10.6
Assam,2020,Agriculture,CH4,5.87
Assam,2020,Waste Management,CO,0.3
Assam,2020,Waste Management,CO2,4.24
Assam,2020,Waste Management,CH4,6.06
Assam,2021,Energy,CO,2.03
Assam,2021,Energy,CO2,42.31
Assam,2021,Energy,CH4,3.42
Assam,2021,Industry,CO,2.49
Assam,2021,Industry,CO2,40.05
Assam,2021,Industry,CH4,1.58
Assam,2021,Transportation,CO,4.02
Assam,2021,Transportation,CO2,34.54
Assam,2021,Transportation,CH4,1.13
Assam,2021,Agriculture,CO,0.51
Assam,2021,Agriculture,CO2,5.82
Assam,2021,Agriculture,CH4,9.84
Assam,2021,Waste Management,CO,0.2
Assam,2021,Waste Management,CO2,4.02
Assam,2021,Waste Management,CH4,3.93
Assam,2022,Energy,CO,1.6
Assam,2022,Energy,CO2,63.34
Assam,2022,Energy,CH4,2.11
Assam,2022,Industry,CO,1.56
Assam,2022,Industry,CO2,31.54
Assam,2022,Industry,CH4,2.61
Assam,2022,Transportation,CO,3.35
Assam,2022,Transportation,CO2,27.23
Assam,2022,Transportation,CH4,1.43
Assam,2022,Agriculture,CO,0.63
Assam,2022,Agriculture,CO2,11.17
Assam,2022,Agriculture,CH4,11.9
Assam,2022,Waste Management,CO,0.21
Assam,2022,Waste Management,CO2,2.84
Assam,2022,Waste Management,CH4,9.72
Assam,2023,Energy,CO,1.44
Assam,2023,Energy,CO2,39.83
Assam,2023,Energy,CH4,3.58
Assam,2023,Industry,CO,2.68
Assam,2023,Industry,CO2,58.2
Assam,2023,Industry,CH4,3.25
Assam,2023,Transportation,CO,3.09
Assam,2023,Transportation,CO2,30.37
Assam,2023,Transportation,CH4,1.33
Assam,2023,Agriculture,CO,0.43
Assam,2023,Agriculture,CO2,12.67
Assam,2023,Agriculture,CH4,5.05
Assam,2023,Waste Management,CO,0.2
Assam,2023,Waste Management,CO2,3.66
Assam,2023,Waste Management,CH4,7.43
Assam,2024,Energy,CO,2.25
Assam,2024,Energy,CO2,28.75
Assam,2024,Energy,CH4,3.97
Assam,2024,Industry,CO,2.39
Assam,2024,Industry,CO2,36.57
Assam,2024,Industry,CH4,2.0
Assam,2024,Transportation,CO,2.26
Assam,2024,Transportation,CO2,28.68
Assam,2024,Transportation,CH4,1.42
Assam,2024,Agriculture,CO,0.51
Assam,2024,Agriculture,CO2,7.02
Assam,2024,Agriculture,CH4,7.9
Assam,2024,Waste Management,CO,0.35
Assam,2024,Waste Management,CO2,3.3
Assam,2024,Waste Management,CH4,8.64
Bihar,2010,Energy,CO,3.7
Bihar,2010,Energy,CO2,45.89
Bihar,2010,Energy,CH4,3.62
Bihar,2010,Industry,CO,1.08
Bihar,2010,Industry,CO2,38.28
Bihar,2010,Industry,CH4,3.67
Bihar,2010,Transportation,CO,3.34
Bihar,2010,Transportation,CO2,16.37
Bihar,2010,Transportation,CH4,0.97
Bihar,2010,Agriculture,CO,0.29
Bihar,2010,Agriculture,CO2,13.75
Bihar,2010,Agriculture,CH4,6.12
Bihar,2010,Waste Management,CO,0.26
Bihar,2010,Waste Management,CO2,4.2
Bihar,2010,Waste Management,CH4,3.68
Bihar,2011,Energy,CO,1.51
Bihar,2011,Energy,CO2,47.03
Bihar,2011,Energy,CH4,1.85
Bihar,2011,Industry,CO,1.34
Bihar,2011,Industry,CO2,46.76
Bihar,2011,Industry,CH4,1.35
Bihar,2011,Transportation,CO,2.4
Bihar,2011,Transportation,CO2,39.76
Bihar,2011,Transportation,CH4,1.23
Bihar,2011,Agriculture,CO,0.73
Bihar,2011,Agriculture,CO2,13.6
Bihar,2011,Agriculture,CH4,4.83
Bihar,2011,Waste Management,CO,0.42
Bihar,2011,Waste Management,CO2,5.29
Bihar,2011,Waste Management,CH4,8.79
Bihar,2012,Energy,CO,1.86
Bihar,2012,Energy,CO2,71.0
Bihar,2012,Energy,CH4,3.35
Bihar,2012,Industry,CO,1.56
Bihar,2012,Industry,CO2,36.23
Bihar,2012,Industry,CH4,2.58
Bihar,2012,Transportation,CO,2.15
Bihar,2012,Transportation,CO2,44.01
Bihar,2012,Transportation,CH4,0.81
Bihar,2012,Agriculture,CO,0.55
Bihar,2012,Agriculture,CO2,9.31
Bihar,2012,Agriculture,CH4,8.17
Bihar,2012,Waste Management,CO,0.19
Bihar,2012,Waste Management,CO2,7.27
Bihar,2012,Waste Management,CH4,7.25
Bihar,2013,Energy,CO,2.89
Bihar,2013,Energy,CO2,50.54
Bihar,2013,Energy,CH4,3.69
Bihar,2013,Industry,CO,1.98
Bihar,2013,Industry,CO2,25.35
Bihar,2013,Industry,CH4,3.67
Bihar,2013,Transportation,CO,1.82
Bihar,2013,Transportation,CO2,43.37
Bihar,2013,Transportation,CH4,1.46
Bihar,2013,Agriculture,CO,0.6
Bihar,2013,Agriculture,CO2,6.54
Bihar,2013,Agriculture,CH4,7.31
Bihar,2013,Waste Management,CO,0.33
Bihar,2013,Waste Management,CO2,3.44
Bihar,2013,Waste Management,CH4,4.36
Bihar,2014,Energy,CO,3.41
Bihar,2014,Energy,CO2,48.56
Bihar,2014,Energy,CH4,2.39
Bihar,2014,Industry,CO,1.65
Bihar,2014,Industry,CO2,38.63
Bihar,2014,Industry,CH4,2.29
Bihar,2014,Transportation,CO,3.47
Bihar,2014,Transportation,CO2,37.21
Bihar,2014,Transportation,CH4,0.57
Bihar,2014,Agriculture,CO,0.5
Bihar,2014,Agriculture,CO2,12.11
Bihar,2014,Agriculture,CH4,4.08
Bihar,2014,Waste Management,CO,0.3
Bihar,2014,Waste Management,CO2,3.64
Bihar,2014,Waste Management,CH4,4.36
Bihar,2015,Energy,CO,3.69
Bihar,2015,Energy,CO2,34.42
Bihar,2015,Energy,CH4,3.24
Bihar,2015,Industry,CO,1.99
Bihar,2015,Industry,CO2,36.35
Bihar,2015,Industry,CH4,2.22
Bihar,2015,Transportation,CO,4.0
Bihar,2015,Transportation,CO2,34.2
Bihar,2015,Transportation,CH4,0.59
Bihar,2015,Agriculture,CO,0.33
Bihar,2015,Agriculture,CO2,11.55
Bihar,2015,Agriculture,CH4,6.35
Bihar,2015,Waste Management,CO,0.32
Bihar,2015,Waste Management,CO2,4.51
Bihar,2015,Waste Management,CH4,9.07
Bihar,2016,Energy,CO,2.5
Bihar,2016,Energy,CO2,60.21
Bihar,2016,Energy,CH4,3.21
Bihar,2016,Industry,CO,2.34
Bihar,2016,Industry,CO2,31.58
Bihar,2016,Industry,CH4,2.22
Bihar,2016,Transportation,CO,2.19
Bihar,2016,Transportation,CO2,26.84
Bihar,2016,Transportation,CH4,0.54
Bihar,2016,Agriculture,CO,0.64
Bihar,2016,Agriculture,CO2,13.44
Bihar,2016,Agriculture,CH4,9.64
Bihar,2016,Waste Management,CO,0.38
Bihar,2016,Waste Management,CO2,7.48
Bihar,2016,Waste Management,CH4,6.2
Bihar,2017,Energy,CO,2.69
Bihar,2017,Energy,CO2,26.91
Bihar,2017,Energy,CH4,2.11
Bihar,2017,Industry,CO,1.04
Bihar,2017,Industry,CO2,31.01
Bihar,2017,Industry,CH4,1.27
Bihar,2017,Transportation,CO,3.72
Bihar,2017,Transportation,CO2,28.21
Bihar,2017,Transportation,CH4,0.61
Bihar,2017,Agriculture,CO,0.64
Bihar,2017,Agriculture,CO2,6.52
Bihar,2017,Agriculture,CH4,5.53
Bihar,2017,Waste Management,CO,0.35
Bihar,2017,Waste Management,CO2,5.53
Bihar,2017,Waste Management,CH4,6.06
Bihar,2018,Energy,CO,2.76
Bihar,2018,Energy,CO2,40.88
Bihar,2018,Energy,CH4,3.66
Bihar,2018,Industry,CO,1.11
Bihar,2018,Industry,CO2,34.16
Bihar,2018,Industry,CH4,3.72
Bihar,2018,Transportation,CO,2.28
Bihar,2018,Transportation,CO2,26.42
Bihar,2018,Transportation,CH4,1.19
Bihar,2018,Agriculture,CO,0.38
Bihar,2018,Agriculture,CO2,9.92
Bihar,2018,Agriculture,CH4,10.35
Bihar,2018,Waste Management,CO,0.34
Bihar,2018,Waste Management,CO2,5.79
Bihar,2018,Waste Management,CH4,6.1
Bihar,2019,Energy,CO,3.46
Bihar,2019,Energy,CO2,58.36
Bihar,2019,Energy,CH4,3.73
Bihar,2019,Industry,CO,2.29
Bihar,2019,Industry,CO2,49.1
Bihar,2019,Industry,CH4,2.47
Bihar,2019,Transportation,CO,2.16
Bihar,2019,Transportation,CO2,32.16
Bihar,2019,Transportation,CH4,1.42
Bihar,2019,Agriculture,CO,0.49
Bihar,2019,Agriculture,CO2,8.65
Bihar,2019,Agriculture,CH4,4.84
Bihar,2019,Waste Management,CO,0.45
Bihar,2019,Waste Management,CO2,3.91
Bihar,2019,Waste Management,CH4,7.42
Bihar,2020,Energy,CO,3.31
Bihar,2020,Energy,CO2,38.17
Bihar,2020,Energy,CH4,2.37
Bihar,2020,Industry,CO,2.63
Bihar,2020,Industry,CO2,38.86
Bihar,2020,Industry,CH4,2.63
Bihar,2020,Transportation,CO,4.09
Bihar,2020,Transportation,CO2,38.14
Bihar,2020,Transportation,CH4,1.45
Bihar,2020,Agriculture,CO,0.28
Bihar,2020,Agriculture,CO2,12.0
Bihar,2020,Agriculture,CH4,11.78
Bihar,2020,Waste Management,CO,0.42
Bihar,2020,Waste Management,CO2,3.17
Bihar,2020,Waste Management,CH4,3.9
Bihar,2021,Energy,CO,2.23
Bihar,2021,Energy,CO2,46.46
Bihar,2021,Energy,CH4,2.34
Bihar,2021,Industry,CO,1.75
Bihar,2021,Industry,CO2,26.15
Bihar,2021,Industry,CH4,2.66
Bihar,2021,Transportation,CO,4.11
Bihar,2021,Transportation,CO2,18.1
Bihar,2021,Transportation,CH4,0.58
Bihar,2021,Agriculture,CO,0.5
Bihar,2021,Agriculture,CO2,5.43
Bihar,2021,Agriculture,CH4,6.9
Bihar,2021,Waste Management,CO,0.19
Bihar,2021,Waste Management,CO2,4.63
Bihar,2021,Waste Management,CH4,4.33
Bihar,2022,Energy,CO,1.42
Bihar,2022,Energy,CO2,48.71
Bihar,2022,Energy,CH4,2.57
Bihar,2022,Industry,CO,1.07
Bihar,2022,Industry,CO2,50.88
Bihar,2022,Industry,CH4,3.25
Bihar,2022,Transportation,CO,3.93
Bihar,2022,Transportation,CO2,18.44
Bihar,2022,Transportation,CH4,0.82
Bihar,2022,Agriculture,CO,0.68
Bihar,2022,Agriculture,CO2,14.37
Bihar,2022,Agriculture,CH4,11.13
Bihar,2022,Waste Management,CO,0.35
Bihar,2022,Waste Management,CO2,6.01
Bihar,2022,Waste Management,CH4,5.65
Bihar,2023,Energy,CO,2.59
Bihar,2023,Energy,CO2,36.27
Bihar,2023,Energy,CH4,1.55
Bihar,2023,Industry,CO,2.03
Bihar,2023,Industry,CO2,26.37
Bihar,2023,Industry,CH4,1.78
Bihar,2023,Transportation,CO,4.43
Bihar,2023,Transportation,CO2,18.57
Bihar,2023,Transportation,CH4,0.9
Bihar,2023,Agriculture,CO,0.65
Bihar,2023,Agriculture,CO2,8.08
Bihar,2023,Agriculture,CH4,6.73
Bihar,2023,Waste Management,CO,0.31
Bihar,2023,Waste Management,CO2,6.93
Bihar,2023,Waste Management,CH4,7.02
Bihar,2024,Energy,CO,1.5
Bihar,2024,Energy,CO2,39.05
Bihar,2024,Energy,CH4,3.44
Bihar,2024,Industry,CO,1.35
Bihar,2024,Industry,CO2,57.12
Bihar,2024,Industry,CH4,3.11
Bihar,2024,Transportation,CO,2.15
Bihar,2024,Transportation,CO2,44.88
Bihar,2024,Transportation,CH4,1.05
Bihar,2024,Agriculture,CO,0.46
Bihar,2024,Agriculture,CO2,14.66
Bihar,2024,Agriculture,CH4,10.13
Bihar,2024,Waste Management,CO,0.3
Bihar,2024,Waste Management,CO2,6.75
Bihar,2024,Waste Management,CH4,4.93
Chhattisgarh,2010,Energy,CO,3.22
Chhattisgarh,2010,Energy,CO2,44.45
Chhattisgarh,2010,Energy,CH4,1.86
Chhattisgarh,2010,Industry,CO,2.03
Chhattisgarh,2010,Industry,CO2,44.11
Chhattisgarh,2010,Industry,CH4,1.45
Chhattisgarh,2010,Transportation,CO,3.31
Chhattisgarh,2010,Transportation,CO2,31.16
Chhattisgarh,2010,Transportation,CH4,1.18
Chhattisgarh,2010,Agriculture,CO,0.64
Chhattisgarh,2010,Agriculture,CO2,11.16
Chhattisgarh,2010,Agriculture,CH4,5.78
Chhattisgarh,2010,Waste Management,CO,0.17
Chhattisgarh,2010,Waste Management,CO2,3.32
Chhattisgarh,2010,Waste Management,CH4,8.54
Chhattisgarh,2011,Energy,CO,2.06
Chhattisgarh,2011,Energy,CO2,63.2
Chhattisgarh,2011,Energy,CH4,2.25
Chhattisgarh,2011,Industry,CO,2.66
Chhattisgarh,2011,Industry,CO2,22.72
Chhattisgarh,2011,Industry,CH4,2.68
Chhattisgarh,2011,Transportation,CO,1.89
Chhattisgarh,2011,Transportation,CO2,16.12
Chhattisgarh,2011,Transportation,CH4,1.17
Chhattisgarh,2011,Agriculture,CO,0.26
Chhattisgarh,2011,Agriculture,CO2,13.19
Chhattisgarh,2011,Agriculture,CH4,10.37
Chhattisgarh,2011,Waste Management,CO,0.36
Chhattisgarh,2011,Waste Management,CO2,6.58
Chhattisgarh,2011,Waste Management,CH4,6.87
Chhattisgarh,2012,Energy,CO,2.99
Chhattisgarh,2012,Energy,CO2,69.11
Chhattisgarh,2012,Energy,CH4,2.17
Chhattisgarh,2012,Industry,CO,1.66
Chhattisgarh,2012,Industry,CO2,58.63
Chhattisgarh,2012,Industry,CH4,3.0
Chhattisgarh,2012,Transportation,CO,3.04
Chhattisgarh,2012,Transportation,CO2,24.51
Chhattisgarh,2012,Transportation,CH4,0.94
Chhattisgarh,2012,Agriculture,CO,0.67
Chhattisgarh,2012,Agriculture,CO2,12.44
Chhattisgarh,2012,Agriculture,CH4,7.7
Chhattisgarh,2012,Waste Management,CO,0.44
Chhattisgarh,2012,Waste Management,CO2,6.12
Chhattisgarh,2012,Waste Management,CH4,4.03
Chhattisgarh,2013,Energy,CO,1.73
Chhattisgarh,2013,Energy,CO2,61.36
Chhattisgarh,2013,Energy,CH4,4.19
Chhattisgarh,2013,Industry,CO,1.62
Chhattisgarh,2013,Industry,CO2,31.79
Chhattisgarh,2013,Industry,CH4,3.13
Chhattisgarh,2013,Transportation,CO,2.91
Chhattisgarh,2013,Transportation,CO2,39.3
Chhattisgarh,2013,Transportation,CH4,1.32
Chhattisgarh,2013,Agriculture,CO,0.54
Chhattisgarh,2013,Agriculture,CO2,9.78
Chhattisgarh,2013,Agriculture,CH4,9.87
Chhattisgarh,2013,Waste Management,CO,0.38
Chhattisgarh,2013,Waste Management,CO2,5.56
Chhattisgarh,2013,Waste Management,CH4,4.29
Chhattisgarh,2014,Energy,CO,3.02
Chhattisgarh,2014,Energy,CO2,42.37
Chhattisgarh,2014,Energy,CH4,2.5
Chhattisgarh,2014,Industry,CO,0.94
Chhattisgarh,2014,Industry,CO2,27.69
Chhattisgarh,2014,Industry,CH4,3.64
Chhattisgarh,2014,Transportation,CO,2.27
Chhattisgarh,2014,Transportation,CO2,30.18
Chhattisgarh,2014,Transportation,CH4,1.17
Chhattisgarh,2014,Agriculture,CO,0.66
Chhattisgarh,2014,Agriculture,CO2,11.14
Chhattisgarh,2014,Agriculture,CH4,8.09
Chhattisgarh,2014,Waste Management,CO,0.3
Chhattisgarh,2014,Waste Management,CO2,2.79
Chhattisgarh,2014,Waste Management,CH4,4.57
Chhattisgarh,2015,Energy,CO,1.8
Chhattisgarh,2015,Energy,CO2,35.63
Chhattisgarh,2015,Energy,CH4,3.11
Chhattisgarh,2015,Industry,CO,2.12
Chhattisgarh,2015,Industry,CO2,26.95
Chhattisgarh,2015,Industry,CH4,2.99
Chhattisgarh,2015,Transportation,CO,2.45
Chhattisgarh,2015,Transportation,CO2,30.64
Chhattisgarh,2015,Transportation,CH4,1.48
Chhattisgarh,2015,Agriculture,CO,0.64
Chhattisgarh,2015,Agriculture,CO2,8.27
Chhattisgarh,2015,Agriculture,CH4,4.19
Chhattisgarh,2015,Waste Management,CO,0.38
Chhattisgarh,2015,Waste Management,CO2,6.39
Chhattisgarh,2015,Waste Management,CH4,6.02
Chhattisgarh,2016,Energy,CO,3.1
Chhattisgarh,2016,Energy,CO2,62.86
Chhattisgarh,2016,Energy,CH4,2.62
Chhattisgarh,2016,Industry,CO,2.43
Chhattisgarh,2016,Industry,CO2,59.34
Chhattisgarh,2016,Industry,CH4,1.45
Chhattisgarh,2016,Transportation,CO,3.14
Chhattisgarh,2016,Transportation,CO2,22.64
Chhattisgarh,2016,Transportation,CH4,1.31
Chhattisgarh,2016,Agriculture,CO,0.36
Chhattisgarh,2016,Agriculture,CO2,8.87
Chhattisgarh,2016,Agriculture,CH4,5.03
Chhattisgarh,2016,Waste Management,CO,0.44
Chhattisgarh,2016,Waste Management,CO2,5.06
Chhattisgarh,2016,Waste Management,CH4,9.05
Chhattisgarh,2017,Energy,CO,2.58
Chhattisgarh,2017,Energy,CO2,57.07
Chhattisgarh,2017,Energy,CH4,2.91
Chhattisgarh,2017,Industry,CO,2.17
Chhattisgarh,2017,Industry,CO2,35.13
Chhattisgarh,2017,Industry,CH4,3.73
Chhattisgarh,2017,Transportation,CO,2.38
Chhattisgarh,2017,Transportation,CO2,39.54
Chhattisgarh,2017,Transportation,CH4,0.66
Chhattisgarh,2017,Agriculture,CO,0.65
Chhattisgarh,2017,Agriculture,CO2,7.74
Chhattisgarh,2017,Agriculture,CH4,6.89
Chhattisgarh,2017,Waste Management,CO,0.28
Chhattisgarh,2017,Waste Management,CO2,5.6
Chhattisgarh,2017,Waste Management,CH4,6.33
Chhattisgarh,2018,Energy,CO,3.02
Chhattisgarh,2018,Energy,CO2,26.76
Chhattisgarh,2018,Energy,CH4,2.16
Chhattisgarh,2018,Industry,CO,2.5
Chhattisgarh,2018,Industry,CO2,46.55
Chhattisgarh,2018,Industry,CH4,3.36
Chhattisgarh,2018,Transportation,CO,3.79
Chhattisgarh,2018,Transportation,CO2,30.57
Chhattisgarh,2018,Transportation,CH4,0.65
Chhattisgarh,2018,Agriculture,CO,0.61
Chhattisgarh,2018,Agriculture,CO2,6.95
Chhattisgarh,2018,Agriculture,CH4,6.12
Chhattisgarh,2018,Waste Management,CO,0.43
Chhattisgarh,2018,Waste Management,CO2,7.15
Chhattisgarh,2018,Waste Management,CH4,3.98
Chhattisgarh,2019,Energy,CO,2.97
Chhattisgarh,2019,Energy,CO2,35.54
Chhattisgarh,2019,Energy,CH4,1.87
Chhattisgarh,2019,Industry,CO,2.57
Chhattisgarh,2019,Industry,CO2,25.79
Chhattisgarh,2019,Industry,CH4,3.26
Chhattisgarh,2019,Transportation,CO,3.64
Chhattisgarh,2019,Transportation,CO2,42.3
Chhattisgarh,2019,Transportation,CH4,0.97
Chhattisgarh,2019,Agriculture,CO,0.33
Chhattisgarh,2019,Agriculture,CO2,5.85
Chhattisgarh,2019,Agriculture,CH4,9.07
Chhattisgarh,2019,Waste Management,CO,0.28
Chhattisgarh,2019,Waste Management,CO2,3.5
Chhattisgarh,2019,Waste Management,CH4,7.86
Chhattisgarh,2020,Energy,CO,1.9
Chhattisgarh,2020,Energy,CO2,73.58
Chhattisgarh,2020,Energy,CH4,4.43
Chhattisgarh,2020,Industry,CO,1.7
Chhattisgarh,2020,Industry,CO2,51.95
Chhattisgarh,2020,Industry,CH4,1.58
Chhattisgarh,2020,Transportation,CO,2.08
Chhattisgarh,2020,Transportation,CO2,39.94
Chhattisgarh,2020,Transportation,CH4,1.35
Chhattisgarh,2020,Agriculture,CO,0.3
Chhattisgarh,2020,Agriculture,CO2,8.64
Chhattisgarh,2020,Agriculture,CH4,11.05
Chhattisgarh,2020,Waste Management,CO,0.33
Chhattisgarh,2020,Waste Management,CO2,6.87
Chhattisgarh,2020,Waste Management,CH4,6.9
Chhattisgarh,2021,Energy,CO,1.55
Chhattisgarh,2021,Energy,CO2,39.15
Chhattisgarh,2021,Energy,CH4,2.98
Chhattisgarh,2021,Industry,CO,2.05
Chhattisgarh,2021,Industry,CO2,21.06
Chhattisgarh,2021,Industry,CH4,2.68
Chhattisgarh,2021,Transportation,CO,1.95
Chhattisgarh,2021,Transportation,CO2,15.39
Chhattisgarh,2021,Transportation,CH4,0.64
Chhattisgarh,2021,Agriculture,CO,0.52
Chhattisgarh,2021,Agriculture,CO2,10.87
Chhattisgarh,2021,Agriculture,CH4,8.77
Chhattisgarh,2021,Waste Management,CO,0.19
Chhattisgarh,2021,Waste Management,CO2,4.55
Chhattisgarh,2021,Waste Management,CH4,9.56
Chhattisgarh,2022,Energy,CO,3.38
Chhattisgarh,2022,Energy,CO2,70.19
Chhattisgarh,2022,Energy,CH4,2.66
Chhattisgarh,2022,Industry,CO,0.91
Chhattisgarh,2022,Industry,CO2,40.67
Chhattisgarh,2022,Industry,CH4,1.63
Chhattisgarh,2022,Transportation,CO,3.41
Chhattisgarh,2022,Transportation,CO2,31.37
Chhattisgarh,2022,Transportation,CH4,0.64
Chhattisgarh,2022,Agriculture,CO,0.4
Chhattisgarh,2022,Agriculture,CO2,12.54
Chhattisgarh,2022,Agriculture,CH4,11.28
Chhattisgarh,2022,Waste Management,CO,0.36
Chhattisgarh,2022,Waste Management,CO2,2.96
Chhattisgarh,2022,Waste Management,CH4,6.47
Chhattisgarh,2023,Energy,CO,2.6
Chhattisgarh,2023,Energy,CO2,53.11
Chhattisgarh,2023,Energy,CH4,3.84
Chhattisgarh,2023,Industry,CO,2.04
Chhattisgarh,2023,Industry,CO2,39.8
Chhattisgarh,2023,Industry,CH4,3.0
Chhattisgarh,2023,Transportation,CO,2.2
Chhattisgarh,2023,Transportation,CO2,44.22
Chhattisgarh,2023,Transportation,CH4,1.31
Chhattisgarh,2023,Agriculture,CO,0.54
Chhattisgarh,2023,Agriculture,CO2,10.15
Chhattisgarh,2023,Agriculture,CH4,5.52
Chhattisgarh,2023,Waste Management,CO,0.37
Chhattisgarh,2023,Waste Management,CO2,4.05
Chhattisgarh,2023,Waste Management,CH4,6.03
Chhattisgarh,2024,Energy,CO,3.22
Chhattisgarh,2024,Energy,CO2,28.96
Chhattisgarh,2024,Energy,CH4,2.35
Chhattisgarh,2024,Industry,CO,2.0
Chhattisgarh,2024,Industry,CO2,26.78
Chhattisgarh,2024,Industry,CH4,1.92
Chhattisgarh,2024,Transportation,CO,3.07
Chhattisgarh,2024,Transportation,CO2,26.61
Chhattisgarh,2024,Transportation,CH4,1.39
Chhattisgarh,2024,Agriculture,CO,0.35
Chhattisgarh,2024,Agriculture,CO2,10.15
Chhattisgarh,2024,Agriculture,CH4,11.54
Chhattisgarh,2024,Waste Management,CO,0.2
Chhattisgarh,2024,Waste Management,CO2,5.25
Chhattisgarh,2024,Waste Management,CH4,8.26
Goa,2010,Energy,CO,3.49
Goa,2010,Energy,CO2,62.03
Goa,2010,Energy,CH4,4.44
Goa,2010,Industry,CO,1.5
Goa,2010,Industry,CO2,30.31
Goa,2010,Industry,CH4,2.47
Goa,2010,Transportation,CO,3.24
Goa,2010,Transportation,CO2,31.14
Goa,2010,Transportation,CH4,1.45
Goa,2010,Agriculture,CO,0.38
Goa,2010,Agriculture,CO2,7.12
Goa,2010,Agriculture,CH4,8.97
Goa,2010,Waste Management,CO,0.38
Goa,2010,Waste Management,CO2,6.88
Goa,2010,Waste Management,CH4,7.17
Goa,2011,Energy,CO,3.39
Goa,2011,Energy,CO2,41.92
Goa,2011,Energy,CH4,2.99
Goa,2011,Industry,CO,1.66
Goa,2011,Industry,CO2,56.16
Goa,2011,Industry,CH4,3.62
Goa,2011,Transportation,CO,1.76
Goa,2011,Transportation,CO2,38.3
Goa,2011,Transportation,CH4,0.99
Goa,2011,Agriculture,CO,0.45
Goa,2011,Agriculture,CO2,10.82
Goa,2011,Agriculture,CH4,10.65
Goa,2011,Waste Management,CO,0.45
Goa,2011,Waste Management,CO2,5.04
Goa,2011,Waste Management,CH4,3.8
Goa,2012,Energy,CO,3.22
Goa,2012,Energy,CO2,27.58
Goa,2012,Energy,CH4,2.93
Goa,2012,Industry,CO,1.16
Goa,2012,Industry,CO2,50.72
Goa,2012,Industry,CH4,3.74
Goa,2012,Transportation,CO,3.72
Goa,2012,Transportation,CO2,29.07
Goa,2012,Transportation,CH4,1.25
Goa,2012,Agriculture,CO,0.6
Goa,2012,Agriculture,CO2,14.59
Goa,2012,Agriculture,CH4,6.06
Goa,2012,Waste Management,CO,0.17
Goa,2012,Waste Management,CO2,5.16
Goa,2012,Waste Management,CH4,7.36
Goa,2013,Energy,CO,1.66
Goa,2013,Energy,CO2,27.37
Goa,2013,Energy,CH4,2.61
Goa,2013,Industry,CO,2.19
Goa,2013,Industry,CO2,27.65
Goa,2013,Industry,CH4,3.66
Goa,2013,Transportation,CO,1.75
Goa,2013,Transportation,CO2,42.34
Goa,2013,Transportation,CH4,0.52
Goa,2013,Agriculture,CO,0.58
Goa,2013,Agriculture,CO2,6.71
Goa,2013,Agriculture,CH4,10.39
Goa,2013,Waste Management,CO,0.38
Goa,2013,Waste Management,CO2,3.8
Goa,2013,Waste Management,CH4,4.64
Goa,2014,Energy,CO,1.68
Goa,2014,Energy,CO2,54.24
Goa,2014,Energy,CH4,2.87
Goa,2014,Industry,CO,1.33
Goa,2014,Industry,CO2,57.63
Goa,2014,Industry,CH4,3.31
Goa,2014,Transportation,CO,3.52
Goa,2014,Transportation,CO2,44.22
Goa,2014,Transportation,CH4,1.22
Goa,2014,Agriculture,CO,0.31
Goa,2014,Agriculture,CO2,8.19
Goa,2014,Agriculture,CH4,7.3
Goa,2014,Waste Management,CO,0.39
Goa,2014,Waste Management,CO2,6.43
Goa,2014,Waste Management,CH4,4.43
Goa,2015,Energy,CO,2.23
Goa,2015,Energy,CO2,60.72
